location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Cerknica, St. Mary's church, Sights & Landmarks & Churches & Cathedrals & Historic Sites, #lat#, #lng#, 417153644, 20160911, 1FAAE70B61F2FC3EF3775CAC09317539, 3.0, 3.0, Miha P, /Attraction_Review-g2337490-d10831792-Reviews-Cerknica_St_Mary_s_church-Cerknica_Kras_Slovenian_Littoral_Region.html
