location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Franciskanska cerkev, samostan in stara gimnazija, Sights & Landmarks & Churches & Cathedrals, #lat#, #lng#, 530872460, 20171007, 2EABB1CD9E580F973226DA7FA34ABBAF, 5.0, 4.0, Bratilija, /Attraction_Review-g1057703-d12319734-Reviews-Franciskanska_cerkev_samostan_in_stara_gimnazija-Novo_Mesto_Lower_Carniola_Regi.html
