location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
New U, Beauty & Spa, Spas & Wellness, #lat#, #lng#, 463281889, 20170227, 8839A349E5F5456C483B7AEBED1E0EDB, 5.0, 5.0, OnaPol P, /Attraction_Review-g1057705-d12200529-Reviews-New_U_Beauty_Spa-Sempeter_pri_Gorici_Slovenian_Littoral_Region.html
