location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Kamnik Tourism, Sports and Culture Agency, Traveler Resources & Visitor Centers, #lat#, #lng#, 597257130, 20180718, 7CD119ABCA7AB8F58FF5E05CBAB2D611, 5.0, 4.5, vessi80, /Attraction_Review-g815567-d14917734-Reviews-Kamnik_Tourism_Sports_and_Culture_Agency-Kamnik_Upper_Carniola_Region.html
