location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Stari grad, Novo mesto, Sights & Landmarks & Castles, #lat#, #lng#, 631282517, 20181106, 5FCF16D3DB3752F05CA043DAF69468F1, 4.0, 4.0, 09nicom, /Attraction_Review-g1057703-d12319849-Reviews-Stari_grad_Novo_mesto-Novo_Mesto_Lower_Carniola_Region.html
