location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
WW2 bunker in Drska, Novo mesto, Sights & Landmarks & Monuments & Statues & Points of Interest & Landmarks & Historic Sites & More, #lat#, #lng#, 514080362, 20170816, 9455C4AA43365FD150321D7DA5E9CCA0, 5.0, 5.0, janez485, /Attraction_Review-g1057703-d12802669-Reviews-WW2_bunker_in_Drska_Novo_mesto-Novo_Mesto_Lower_Carniola_Region.html
