location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Park of Zdravilisce Lasko, Thermana Lasko, Nature & Parks, #lat#, #lng#, 607450064, 20180817, 5621C755E5026CB0A520EDEF0BCB9C33, 5.0, 5.0, Janja1983, /Attraction_Review-g1077241-d13831822-Reviews-Park_of_Zdravilisce_Lasko_Thermana_Lasko-Lasko_Styria_Region.html
