location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 703834991, 20190828, BC6782F209F76210964F920BE1CE1DA4, 5.0, 4.5, kimhanson915, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 683602343, 20190623, A44D04E70B5B5BFF8D1D76239BF8A55C, 5.0, 4.5, garethtrooper, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 679014936, 20190604, 6BD31712C1AB68EC24ED148EFC820BF1, 5.0, 4.5, umaramesh888, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 666599202, 20190415, A4C3A3F57037A07FD4EB32F77EE334B8, 5.0, 4.5, infoG1135DY, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 657665448, 20190310, 86F7E1FF2EE152CB9F58D9DA1346B110, 3.0, 4.5, barc12345, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 644791897, 20190109, B89C21150B1C08C689043C6CF11A903F, 5.0, 4.5, smatthews8473, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 641436529, 20181225, ED785FE97534086C052EF488B6BE2347, 5.0, 4.5, Andr3a1o, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 640587496, 20181219, B76EF075455BE022153BABABE1283E44, 4.0, 4.5, Jeffrey D, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 629680639, 20181030, 3CF05B85FB9D19685EB2F2BD0DCEF966, 4.0, 4.5, Minerva H, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
Kastner & Ohler, Paradeishof, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 616042327, 20180912, 1FAAE70B61F2FC3EF3775CAC09317539, 4.0, 4.5, Miha P, /Attraction_Review-g190432-d590466-Reviews-Kastner_Ohler_Paradeishof-Graz_Styria.html
