location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Friedhof Steyr Tabor, Arkadengrufte, Sights & Landmarks & Sacred & Religious Sites & Cemeteries & Architectural Buildings & More, #lat#, #lng#, 623575491, 20181009, B0207B20E3EACEA1C5A459067DBDE239, 5.0, 5.0, ltbj123, /Attraction_Review-g190429-d13950934-Reviews-Friedhof_Steyr_Tabor_Arkadengrufte-Steyr_Upper_Austria.html
