location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Wassererlebnis Mini-Donau" mit ,,Engelszeller Sinnesgarten", Nature & Parks & Zoos & Aquariums & Gardens, #lat#, #lng#, 644916890, 20190110, 6D70CE351D06777C43BE757DAF86E04C, 3.0, 3.0, Marathon59, /Attraction_Review-g1925021-d10644288-Reviews-Wassererlebnis_Mini_Donau_mit_Engelszeller_Sinnesgarten-Engelhartszell_Upper_Au.html
