location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
KraftWanderWeg, Der Hugel von Loipersdorf, Outdoor Activities & Nature & Parks & Hiking Trails, #lat#, #lng#, 278487506, 20150607, 2E8C98B505BCE36B09C3B431B159FB05, 5.0, 4.5, GrDan, /Attraction_Review-g641761-d3618558-Reviews-KraftWanderWeg_Der_Hugel_von_Loipersdorf-Loipersdorf_Styria.html
KraftWanderWeg, Der Hugel von Loipersdorf, Outdoor Activities & Nature & Parks & Hiking Trails, #lat#, #lng#, 253109792, 20150207, 48D4FF817E88B513E28D355B193E31DA, 4.0, 4.5, DilipMilano, /Attraction_Review-g641761-d3618558-Reviews-KraftWanderWeg_Der_Hugel_von_Loipersdorf-Loipersdorf_Styria.html
