location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Kleines Sanitarmuseum, Leibnitz, Museums & Specialty Museums & History Museums, #lat#, #lng#, 667862575, 20190420, FEC4D4371CDC5140A7EC32528EE45886, 1.0, 1.0, gabischwarz1962, /Attraction_Review-g635763-d10735648-Reviews-Kleines_Sanitarmuseum_Leibnitz-Leibnitz_Styria.html
