location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Chiesa dei Cappuccini di Sanluri, dedicata a San Francesco d'Assisi, Sights & Landmarks & Churches & Cathedrals, #lat#, #lng#, 453607823, 20170120, CB55B53C8C640D9E68285CFCC5184EF5, 5.0, 5.0, marina59192, /Attraction_Review-g1202566-d11910250-Reviews-Chiesa_dei_Cappuccini_di_Sanluri_dedicata_a_San_Francesco_d_Assisi-Sanluri_Prov.html
