location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Bar,Caffetteria Fontana Piccola cucina, Nightlife & Bars & Clubs, #lat#, #lng#, 534105080, 20171018, C01C16BA3B34EC3649542144D67DACBA, 5.0, 5.0, Anna L, /Attraction_Review-g2155146-d5932526-Reviews-Bar_Caffetteria_Fontana_Piccola_cucina-Taurisano_Province_of_Lecce_Puglia.html
