location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Sassari, Museo storico della Brigata "Sassari", Museums & Military Museums, #lat#, #lng#, 421067253, 20160921, B3953D5F3D0A9C26CB8B2FF0150B2F02, 5.0, 4.5, federicobs1, /Attraction_Review-g187885-d10842294-Reviews-Sassari_Museo_storico_della_Brigata_Sassari-Sassari_Province_of_Sassari_Sardinia.html
