location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Parco delle sculture di Franciacorta, Erbusco, Sights & Landmarks & Points of Interest & Landmarks & Scenic Walking Areas & Monuments & Statues & More, #lat#, #lng#, 693429378, 20190728, 22FCD589E3B7A88FC3690AEB23EEA1D0, 5.0, 5.0, Xela55, /Attraction_Review-g664251-d10678425-Reviews-Parco_delle_sculture_di_Franciacorta_Erbusco-Erbusco_Province_of_Brescia_Lombard.html
