location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Chiesa di S.Maria delle Grazie, detta delle Bradelle, Sights & Landmarks & Churches & Cathedrals, #lat#, #lng#, 595744072, 20180712, BB614CB8E9B827A2666216EDEBB94CC0, 4.0, 4.0, alessandrofL127YD, /Attraction_Review-g2044611-d12683148-Reviews-Chiesa_di_S_Maria_delle_Grazie_detta_delle_Bradelle-Calvisano_Province_of_Bresc.html
