location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Sala del Capitolo,affreschi di Tommaso da Modena, Museums & Specialty Museums, #lat#, #lng#, 386687207, 20160627, EE3885F82F7367ACB5192E5FA0EC461A, 5.0, 4.5, CaterinaYorkshire, /Attraction_Review-g187869-d4604299-Reviews-Sala_del_Capitolo_affreschi_di_Tommaso_da_Modena-Treviso_Province_of_Treviso_Vene.html
