location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 483643300, 20170512, A8ADD0DAA6E23E6977DA1A8CFD7AA770, 5.0, 4.0, Rod F, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 441222069, 20161130, 3582ECE19867EB46A726B1F89649BC1E, 4.0, 4.0, Cristy M, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 411434525, 20160827, 29B2DFC061967B185854A3D76D3E0D50, 5.0, 4.0, SummeryDave, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 405877196, 20160815, 79181E6E520DA605D00107B6C8B621C4, 4.0, 4.0, rojo306, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 363091695, 20160410, 78BADA3147F2C16FDBA9FAE0F84A3BD8, 3.0, 4.0, Rita B, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 336531326, 20160101, D3EAE00F0E6533801470AB6B19751E7D, 4.0, 4.0, Murphster1997, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 319331309, 20151016, B7980BF4003D3C875ED3EB41053ECCBD, 3.0, 4.0, keithmalin, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 306830868, 20150903, EDCC378CD59B76AA21E0589BFE334768, 5.0, 4.0, nickj2013, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 294453110, 20150731, EF9DFA8F8E874C19183F02628154D698, 5.0, 4.0, rubipool, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
Sito archeologico di Tindari (Patti, Me), Sights & Landmarks & Ancient Ruins, #lat#, #lng#, 286390109, 20150707, 6234C04DF8B667CFBF1BC1475BD3F347, 5.0, 4.0, MJPQ2337CS, /Attraction_Review-g815433-d2537298-Reviews-Sito_archeologico_di_Tindari_Patti_Me-Tindari_Patti_Province_of_Messina_Sicily.html
