location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Scuola Vaticana di Paleografia, Diplomatica e Archivistica, Sights & Landmarks & Universities & Schools, #lat#, #lng#, 586500914, 20180610, 60857DBFBA0920CC0036612D769863D0, 5.0, 5.0, GALILEU2014, /Attraction_Review-g187793-d11919609-Reviews-Scuola_Vaticana_di_Paleografia_Diplomatica_e_Archivistica-Vatican_City_Lazio.html
