location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Villa Puricelli Guerra, Marelli, Sights & Landmarks & Historic Sites & Architectural Buildings, #lat#, #lng#, 605066868, 20180810, BB614CB8E9B827A2666216EDEBB94CC0, 3.0, 3.0, alessandrofL127YD, /Attraction_Review-g608899-d11487926-Reviews-Villa_Puricelli_Guerra_Marelli-Sesto_San_Giovanni_Province_of_Milan_Lombardy.html
Villa Puricelli Guerra, Marelli, Sights & Landmarks & Historic Sites & Architectural Buildings, #lat#, #lng#, 450429425, 20170108, C5FCEFD906F0486F87681165F3CDB2D2, 3.0, 3.0, rossorosso1959, /Attraction_Review-g608899-d11487926-Reviews-Villa_Puricelli_Guerra_Marelli-Sesto_San_Giovanni_Province_of_Milan_Lombardy.html
