location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Fontanello n. 14 Via Antonini (Parco Monteoliveto, Pistoia), Sights & Landmarks & Fountains, #lat#, #lng#, 461062880, 20170218, A70CFE728BEEA05C15999DCDFD4B0630, 3.0, 3.0, Vladimirto, /Attraction_Review-g194851-d12120863-Reviews-Fontanello_n_14_Via_Antonini_Parco_Monteoliveto_Pistoia-Pistoia_Province_of_Pist.html
