location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Statua della Pace, Realizzata da G.B. Comolli, Sights & Landmarks & Monuments & Statues & Historic Sites, #lat#, #lng#, 692074624, 20190723, D4E15E6896C4CD436D922399D5F97B4A, 5.0, 4.0, Fiorellino1968, /Attraction_Review-g187814-d11899072-Reviews-Statua_della_Pace_Realizzata_da_G_B_Comolli-Udine_Province_of_Udine_Friuli_Venez.html
Statua della Pace, Realizzata da G.B. Comolli, Sights & Landmarks & Monuments & Statues & Historic Sites, #lat#, #lng#, 628941646, 20181027, 0F418FBD18CCA2A79F658F8F8612FCE9, 3.0, 4.0, 690francescoa, /Attraction_Review-g187814-d11899072-Reviews-Statua_della_Pace_Realizzata_da_G_B_Comolli-Udine_Province_of_Udine_Friuli_Venez.html
