location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
SCAVI ARCHEOLOGICI DI HERDONIA (ORDONA), FOGGIA, PUGLIA, ITALY, Sights & Landmarks & Points of Interest & Landmarks, #lat#, #lng#, 307884511, 20150907, 57858374752EB321E1A3B7A54F775FB1, 1.0, 4.5, LexGrizzly, /Attraction_Review-g4580714-d6550496-Reviews-SCAVI_ARCHEOLOGICI_DI_HERDONIA_ORDONA_FOGGIA_PUGLIA_ITALY-Ordona_Province_of_Fog.html
