location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Museum of Hunting, Forestry and Fishing, Museums & Natural History Museums, #lat#, #lng#, 334150896, 20151220, 75AA7B351B1859ABEF570B949CBDCDE3, 3.0, 3.0, Janka I, /Attraction_Review-g3648996-d9595573-Reviews-Museum_of_Hunting_Forestry_and_Fishing-Brod_na_Kupi_Primorje_Gorski_Kotar_County.html
