location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Cemetery, Sv. Petar, Sights & Landmarks & Cemeteries, #lat#, #lng#, 282392994, 20150623, CCDE1CA574B771B4110E12FB18E7AA03, 5.0, 4.0, RonJelich, /Attraction_Review-g676666-d2334100-Reviews-Cemetery_Sv_Petar-Ilovik_Primorje_Gorski_Kotar_County.html
