location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Church, St. Nicholas, Sights & Landmarks & Churches & Cathedrals, #lat#, #lng#, 601407216, 20180731, 8C3FB60FD40C7B4F2B149E58B9D3E2BD, 4.0, 4.0, Wander_Lust1969, /Attraction_Review-g608720-d12948546-Reviews-Church_St_Nicholas-Ston_Peljesac_Peninsula_Dubrovnik_Neretva_County_Dalmatia.html
