location_name, location_tags,lat,lng,review_id,review_date,user_id,review_rate,place_rate,username,parent_url
Sanctuary, Church and Friary of St. John of Capistrano, Sights & Landmarks & Sacred & Religious Sites & Churches & Cathedrals, #lat#, #lng#, 559647460, 20180210, 53ED3A90BA299C1776AE1EEC91018B36, 5.0, 4.0, Gabriel H, /Attraction_Review-g1034767-d13492697-Reviews-Sanctuary_Church_and_Friary_of_St_John_of_Capistrano-Ilok_Vukovar_Syrmia_County.html
